,title,content,answer,maxPoints,type,relevantLines,examId,questions,gradingKey
405,Aufgabe 14,Gib zu den einzelnen Wortgruppen jeweils die passende Frage an. Vergiss das Fragezeichen nicht!,,4,directWordMatchThreeCol,,9,"[{'leftCol': 'Am Anfang fragte Herr Lang die Klasse nach Ferienerlebnissen. ', 'middleCol': 'Am Anfang', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': None, 'answerRightCol': ['wann?', 'Wann?'], 'isExample': 0}, {'leftCol': 'Am Anfang fragte Herr Lang die Klasse nach Ferienerlebnissen. ', 'middleCol': 'Herr Lang', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': None, 'answerRightCol': ['wer?', 'Wer?'], 'isExample': 0}, {'leftCol': 'Am Anfang fragte Herr Lang die Klasse nach Ferienerlebnissen. ', 'middleCol': 'die Klasse', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': None, 'answerRightCol': ['wen?', 'Wen?'], 'isExample': 0}, {'leftCol': 'Am Anfang fragte Herr Lang die Klasse nach Ferienerlebnissen. ', 'middleCol': 'nach Ferienerlebnissen', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': None, 'answerRightCol': ['wonach?', 'Wonach?', 'Nach wem?', 'nach wem?', 'nach was?', 'Nach was?'], 'isExample': 0}, {'leftCol': 'Geheimnamen flüstert der Grossvater dem Löwen ins Ohr.', 'middleCol': 'Geheimnamen', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': None, 'answerRightCol': ['wen?', 'Wen?', 'was?', 'Was?'], 'isExample': 0}, {'leftCol': 'Geheimnamen flüstert der Grossvater dem Löwen ins Ohr.', 'middleCol': 'der Grossvater', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': None, 'answerRightCol': ['wer?', 'Wer?'], 'isExample': 0}, {'leftCol': 'Geheimnamen flüstert der Grossvater dem Löwen ins Ohr.', 'middleCol': 'dem Löwen', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': None, 'answerRightCol': ['wem?', 'Wem?'], 'isExample': 0}, {'leftCol': 'Geheimnamen flüstert der Grossvater dem Löwen ins Ohr.', 'middleCol': 'ins Ohr', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': None, 'answerRightCol': ['wohin?', 'Wohin?', 'wo hinein?', 'Wo hinein?'], 'isExample': 0}]","[{'min': 8, 'max': 8, 'points': 4}, {'min': 6, 'max': 7, 'points': 3}, {'min': 4, 'max': 5, 'points': 2}, {'min': 3, 'max': 4, 'points': 1}, {'min': 0, 'max': 2, 'points': 0}]"
406,Aufgabe 15,"Die Sätze unten haben eine korrekte Rechtschreibung, weisen aber jeweils genau einen Grammatikfehler auf. Schreibe in der mittleren Spalte das falsche Wort und in der rechten Spalte das korrigierte Wort.",,6,directWordMatchThreeCol,,9,"[{'leftCol': 'Erst wenn Meral 28 Jahre alt war, begegneten sich die beiden zufällig wieder.', 'middleCol': '__________', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': ['wenn'], 'answerRightCol': ['als'], 'isExample': 0}, {'leftCol': 'Sarah hatte keine Zeit zum Plaudern, weil sie hatte noch viel zu erledigen. ', 'middleCol': '__________', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': ['weil'], 'answerRightCol': ['denn'], 'isExample': 0}, {'leftCol': 'Sarah war damals von allen Schülerinnen in der Klasse die Einzigste, die mit Meral spielte. ', 'middleCol': '__________', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': ['Einzigste'], 'answerRightCol': ['Einzige'], 'isExample': 0}, {'leftCol': 'Sarah ist immer etwa eine Handbreit grösser gewesen wie Meral.', 'middleCol': '__________', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': ['wie'], 'answerRightCol': ['als'], 'isExample': 0}, {'leftCol': 'Sarah schaute Meral nicht in die Augen und versprach: «Ich rufe dir nächste Woche an!»', 'middleCol': '__________', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': ['dir'], 'answerRightCol': ['dich'], 'isExample': 0}, {'leftCol': 'Meral war sichtlich enttäuscht und sass auf eine Parkbank, um sich etwas zu sammeln. ', 'middleCol': '__________', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': ['sass'], 'answerRightCol': ['setzte sich'], 'isExample': 0}]","[{'min': 12, 'max': 12, 'points': 6}, {'min': 10, 'max': 11, 'points': 5}, {'min': 8, 'max': 9, 'points': 4}, {'min': 6, 'max': 7, 'points': 3}, {'min': 4, 'max': 5, 'points': 2}, {'min': 2, 'max': 3, 'points': 1}, {'min': 0, 'max': 1, 'points': 0}]"
407,Aufgabe 1,Warum wird Leisch ein Räuber?,Bewertung: 2 Punkte für Antworten wie: Er kann sich nur noch schlecht ernähren. / Weil er wegen der Teuerung (mit seiner Handarbeit) zu wenig verdient. / Leisch verdient (als Tagelöhner) zu wenig. Gleichwertige Lösungen sind zu tolerieren. Orthografie wird nicht berücksichtigt. Weil-Sätze ohne Hauptsatz werden toleriert.,2,text,[],5,,
408,Aufgabe 2,Wieso konnte Leisch zum Anführer der Räuberbande werden? Nenne zwei Gründe.,Bewertung: Insgesamt 2 Punkte für folgende Elemente. Klugheit / klug. Mut / mutig. Ansehen / angesehen. Orthografie wird nicht berücksichtigt.,2,text,[],5,,
409,Aufgabe 3,"Die Räuber planen, sogar den König zu berauben. Was genau hätte die Bande bei ihm erbeuten können? Zähle auf.","Gold, Silber, Edelsteine (und Salz). Bewertung: Drei Elemente: 2 Punkte. Zwei Elemente: 1 Punkt. Ein Element: 0 Punkte. Orthografie wird nicht berücksichtigt.",2,text,[],5,,
410,Aufgabe 4a,Warum bestiehlt Leisch den König nicht?,"Bewertung: 2 Punkte für Antworten wie: Die Sitte verlangt, dass jeder, der Salz genossen hat, dem Besitzer des Salzes gegenüber zu Treue verpflichtet ist. Je 1 Punkt für: Salz berühren / Salz genießen (1) Sitte / Moral / Tradition/ Gebot / Treuepflicht (1). Gleichwertige Lösungen sind zu tolerieren. 1-2 Fehler kein Abzug, 3 oder mehr Fehler 1 Punkt Abzug, Zeichensetzungsfehler und Weil-Sätze ohne Hauptsatz werden toleriert.",2,text,[],5,,
411,Aufgabe 4b,"Leisch bittet seine Gefährten darum, den König nicht zu bestehlen. Warum folgen sie seiner Bitte? Nenne zwei Gründe in je einem Satz.","Bewertung: 2 Punkte für Antworten wie: Tradition: Sie akzeptieren/teilen/kennen/verehren die alte väterliche Sitte. (1) Beziehung: Die Gefährten sind ihm verbunden/lieben ihn/achten ihn (als Anführer)/ vertrauen ihm. (1) Argumentation: Er überredet sie. (1) Befehl ist falsch (vgl. Zeile 9: ""(Er) bat sie, sich an dem König nicht zu versündigen, ..."") Gleichwertige Lösungen wie die richtigen sind zu tolerieren. 1-2 Fehler kein Abzug, 3 oder mehr Fehler 1 Punkt Abzug, Zeichensetzungsfehler gelten nicht als Fehler, unvollständige Sätze bzw. Syntaxfehler gelten als 1 Fehler.",2,text,[],5,,
412,Aufgabe 5a,"Was bringt den Schatzmeister auf die Idee, den König zu bestehlen? Nenne zwei Aspekte. Antworte in ein bis zwei Sätzen.",Bewertung: Insgesamt 2 Punkte für folgende Aspekte: Er findet ein Chaos/ein Durcheinander vor. / Es gibt Anzeichen für einen Einbruch. / Er ist allein in der Schatzkammer. / Gelegenheit macht Diebe. / Er macht sich den Zufall zunutze. Gleichwertige Lösungen sind zu tolerieren. Orthografie wird nicht berücksichtigt.,2,text,[],5,,
413,Aufgabe 5b,"Was unternimmt der Schatzmeister, um seinen Diebstahl zu verheimlichen? Nenne drei Handlungen in je einem Satz.",Er versteckt die Beute. / Er trägt die Kostbarkeiten nach Hause. / Er zerreißt sein Kleid/seine Kleider/seine Kleidung. / Er spielt einen Verzweifelten. / Er täuscht Verzweiflung vor. / Er schreit. / Er täuscht Aufregung vor. / Er täuscht den König. Bewertung: 3 Handlungen → 2 Punkte / 2 Handlungen → 1 Punkt / 0-1 Handlung → 0 Punkte. Nicht korrekt: Er läuft zum König. / Er lügt den König an. Zeichensetzungsfehler und Weil-Sätze ohne Hauptsatz werden toleriert.,2,text,[],5,,
414,Aufgabe 6a,"Warum verrät Leisch dem König, dass der Schatzmeister den Schatz gestohlen hat? Antworte in einem Satz.","Bewertung: 2 Punkte für Antworten wie: Leisch ist ein so guter Mensch, dass er die Verdächtigung und Inhaftierung von Unschuldigen nicht erträgt. / Er leidet darunter/Es schmerzt ihn, dass Unschuldige verdächtigt und gefangen genommen werden. / Leisch fühlt sich dem König verpflichtet, weil er von seinem Salz gekostet hat. Punkte jeweils für: Leischs guter Charakter: seine hohe Moral, sein Gewissen (1) Die Inhaftierung (inklusive Verdächtigung) von Unschuldigen (1) Gleichwertige Lösungen sind zu tolerieren. 1-2 Fehler kein Abzug, 3 oder mehr Fehler 1 Punkt Abzug, Zeichensetzungsfehler und Weil-Sätze ohne Hauptsatz werden toleriert.",2,text,[],5,,
415,Aufgabe 6b,"Leisch geht zum König und erzählt ihm ,aufrichtig alles, wie es sich begeben' hat (Z. 26). Warum hätte das für ihn gefährlich sein können? Antworte in einem Satz.","Bewertung: 2 Punkte für Antworten wie: Leisch gibt sich als der Anführer der Räuberbande zu erkennen, die es auf die Schätze des Königs abgesehen hatte. / Leisch gibt zu, dass er den König bestehlen wollte. / Der König hätte ihn für seinen Raubversuch bestrafen können. / Der König hätte darüber verärgert sein können, dass Leisch jemanden vom Hof beschuldigt. Jeweils Punkte für: Leisch gibt sich als Räuber zu erkennen. (1) Gleichwertige Lösungen sind zu tolerieren. 1-2 Fehler kein Abzug, 3 oder mehr Fehler 1 Punkt Abzug, Zeichensetzungsfehler gelten nicht als Fehler, unvollständige Sätze bzw. Syntaxfehler gelten als 1 Fehler.",2,text,[],5,,
416,Aufgabe 6c,Warum wird Leisch vom König ernst genommen? Antworte in eigenen Worten und in einem Satz.,"Bewertung: Insgesamt 2 Punkte für Antworten wie: Weil Leisch sogar sein Leben aufs Spiel setzt/als Gegenwert anbietet. / Weil Leisch sich seiner so sicher ist. / Weil Leisch von seiner Darstellung der Ereignisse so überzeugt ist. / Weil Leisch ganz ehrlich sagt, dass er der Anführer der/einer Räuberbande ist. Kein Punkt für: Weil er seinen Kopf zum Pfand setzt. Antworten in anderen Zeitformen als dem Präsens werden toleriert. Abzug für Orthografie- und Grammatikfehler: 1-2 Fehler kein Abzug, 3 oder mehr Fehler 1 Punkt Abzug. Zeichensetzungsfehler gelten nicht als Fehler.",2,text,[],5,,
417,Aufgabe 7,Am Ende wird der Schatzmeister bestraft. Wofür genau? Nenne zwei Verfehlungen.,Diebstahl / Treulosigkeit/Verrat / Verdächtigung unschuldiger Leute. Bewertung: Zählende Elemente: Diebstahl (1) Treulosigkeit/Verrat (1) Verdächtigung unschuldiger Leute (1) Gleichwertige Lösungen sind zu tolerieren. Orthografie wird nicht berücksichtigt.,2,text,[],5,,
418,Aufgabe 8,Was könnte Leisch dir nach all seinen Erfahrungen raten? Formuliere drei verschiedene Botschaften in Form von Aufforderungen.,"Pro passenden Aufforderungssatz 1 Punkt. Antworten wie: 'Sei aufrichtig/ehrlich!', 'Man soll nicht herzlos sein.', 'Denke nicht nur an dich!', 'Hilf Unschuldigen!', 'Sei treu!', 'Sei mutig!', 'Sei traditionsbewusst!', 'Hab Ehrfurcht vor alten Sitten!', 'Traue anderen Gutes/Weisheit/Milde/Barmherzigkeit zu!', 'Bewege deine Gefährten zu Gewissenhaftigkeit! (Zeile 36)'. Gleichwertige Lösungen sind zu tolerieren. Orthografie wird nicht berücksichtigt. Falls keine Aufforderungen (mit Imperativen oder mit 'sollen') formuliert werden, maximal 1 Punkt Abzug.",3,text,[],5,,
419,Aufgabe 9,Ersetze in jedem Satz die fett geschriebenen Wörter durch ein einziges passendes Wort. Ergänze wo nötig die Endungen.,,4,directWordMatch,,5,"[{'leftCol': 'Sie waren schon im Begriff, sich mit dem Raube davonzumachen. (Z. 6) ', 'rightCol': 'Sie waren schon __________ sich mit dem Raube davonzumachen.', 'answer': ['bereit', 'daran', 'dabei'], 'isExample': 0}, {'leftCol': 'Der Wesir führte ihn auf sein Begehren hin zum König. (Z. 25)', 'rightCol': 'Der Wesir führte ihn auf seinen/seine/sein __________ hin zum König.', 'answer': ['Bitte', 'Verlangen', 'Wunsch', 'Aufforderung', 'Flehen'], 'isExample': 0}, {'leftCol': 'Leisch erzählte aufrichtig alles. (Z. 26)', 'rightCol': 'Leisch erzählte __________ alles.', 'answer': ['ehrlich', 'wahrheitsgetreu'], 'isExample': 0}, {'leftCol': 'Der Schatzmeister wurde gebunden zum König geführt. (Z. 31)', 'rightCol': 'Der Schatzmeister wurde__________ zum König geführt.', 'answer': ['gefesselt'], 'isExample': 0}, {'leftCol': 'Solange Leisch dieses Amt hatte, hörte man nie wieder von einer Beraubung des königlichen Schatzes. (Z. 38) ', 'rightCol': 'Solange Leisch diesen/diese/dieses__________ hatte, hörte man nie wieder von einer Beraubung des königlichen Schatzes.', 'answer': ['Aufgabe', 'Funktion', 'Position', 'Posten', 'Stelle', 'Stellung', 'Beruf'], 'isExample': 0}]","[{'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}]"
420,Aufgabe 10a,Lies jeweils den vorgegebenen Satz. Welcher der drei nachfolgenden Sätze bedeutet das Gleiche? Kreuze den passenden an. Leisch schlägt sich zu einer Räuberbande. (Vergleiche Z. 2),,1,multiplechoice,,5,"[{'text': 'Leisch prügelt sich mit mehreren Räubern.', 'options': ['richtig', 'falsch'], 'answer': 'falsch'}, {'text': 'Leisch schließt sich einer Räuberbande an.', 'options': ['richtig', 'falsch'], 'answer': 'richtig'}, {'text': 'Leisch besiegt eine Räuberbande.', 'options': ['richtig', 'falsch'], 'answer': 'falsch'}]","[{'min': 3, 'max': 3, 'points': 1}, {'min': 0, 'max': 2, 'points': 0}]"
421,Aufgabe 10b,Seine Gefährten tragen gegen diese alte väterliche Sitte gleiche Ehrfurcht. (Vergleiche Z. 13),,1,multiplechoice,,5,"[{'text': 'Seine Gefährten tragen die gleiche alte väterliche Sitte auf sich.', 'options': ['richtig', 'falsch'], 'answer': 'falsch'}, {'text': 'Seine Gefährten fürchten sich vor dieser alten väterlichen Sitte.', 'options': ['richtig', 'falsch'], 'answer': 'falsch'}, {'text': 'Seine Gefährten achten diese alte väterliche Sitte ebenso hoch.', 'options': ['richtig', 'falsch'], 'answer': 'richtig'}]","[{'min': 3, 'max': 3, 'points': 1}, {'min': 0, 'max': 2, 'points': 0}]"
422,Aufgabe 10c,Leisch setzt seinen Kopf zum Pfand. (Vergleiche Z. 27),,1,multiplechoice,,5,"[{'text': 'Leisch bietet seinen Kopf als Gegenwert an.', 'options': ['richtig', 'falsch'], 'answer': 'richtig'}, {'text': 'Leisch setzt es sich in den Kopf.', 'options': ['richtig', 'falsch'], 'answer': 'falsch'}, {'text': 'Leisch verspielt seinen Kopf.', 'options': ['richtig', 'falsch'], 'answer': 'falsch'}]","[{'min': 3, 'max': 3, 'points': 1}, {'min': 0, 'max': 2, 'points': 0}]"
423,Aufgabe 10d,Der König hat Leisch nie eine Wohltat erwiesen. (Vergleiche Z. 34),,1,multiplechoice,,5,"[{'text': 'Der König hat Leisch auf eine Wohltat verwiesen.', 'options': ['richtig', 'falsch'], 'answer': 'falsch'}, {'text': 'Der König hat Leisch nie Wohlstand nachgewiesen.', 'options': ['richtig', 'falsch'], 'answer': 'falsch'}, {'text': 'Der König hat Leisch nie etwas Gutes getan.', 'options': ['richtig', 'falsch'], 'answer': 'richtig'}]","[{'min': 3, 'max': 3, 'points': 1}, {'min': 0, 'max': 2, 'points': 0}]"
424,Aufgabe 11,"In den folgenden Sätzen sind alle Wörter kleingeschrieben. Trage alle Verben, Adjektive und Nomen in die Tabelle ein. Einige Tabellenfelder werden leer bleiben. Hier der Text: 
 das klima in seistan ist trocken und windreich. es ist fast unmöglich, das gebiet dauerhaft zu besiedeln, denn sichelförmige wanderdünen zwingen die bewohner häufig dazu, ihre siedlungen wieder aufzugeben. ",,4,directWordMatchThreeCol,,5,"[{'leftCol': ' __________ ', 'middleCol': ' __________ ', 'rightCol': ' __________ ', 'answerLeftCol': ['sein', 'besiedeln', 'zwingen', 'aufgeben', 'aufzugeben'], 'answerMiddleCol': ['trocken', 'windreich', 'unmöglich', 'dauerhaft', 'sichelförmig', 'sichelförmige', 'häufig'], 'answerRightCol': ['Klima', 'Seistan', 'Gebiet', 'Wanderdünen', 'Bewohner', 'Siedlungen'], 'isExample': 0}, {'leftCol': ' __________ ', 'middleCol': ' __________ ', 'rightCol': ' __________ ', 'answerLeftCol': ['sein', 'besiedeln', 'zwingen', 'aufgeben', 'aufzugeben'], 'answerMiddleCol': ['trocken', 'windreich', 'unmöglich', 'dauerhaft', 'sichelförmig', 'sichelförmige', 'häufig'], 'answerRightCol': ['Klima', 'Seistan', 'Gebiet', 'Wanderdünen', 'Bewohner', 'Siedlungen'], 'isExample': 0}, {'leftCol': ' __________ ', 'middleCol': ' __________ ', 'rightCol': ' __________ ', 'answerLeftCol': ['sein', 'besiedeln', 'zwingen', 'aufgeben', 'aufzugeben'], 'answerMiddleCol': ['trocken', 'windreich', 'unmöglich', 'dauerhaft', 'sichelförmig', 'sichelförmige', 'häufig'], 'answerRightCol': ['Klima', 'Seistan', 'Gebiet', 'Wanderdünen', 'Bewohner', 'Siedlungen'], 'isExample': 0}, {'leftCol': ' __________ ', 'middleCol': ' __________ ', 'rightCol': ' __________ ', 'answerLeftCol': ['sein', 'besiedeln', 'zwingen', 'aufgeben', 'aufzugeben'], 'answerMiddleCol': ['trocken', 'windreich', 'unmöglich', 'dauerhaft', 'sichelförmig', 'sichelförmige', 'häufig'], 'answerRightCol': ['Klima', 'Seistan', 'Gebiet', 'Wanderdünen', 'Bewohner', 'Siedlungen'], 'isExample': 0}, {'leftCol': ' __________ ', 'middleCol': ' __________ ', 'rightCol': ' __________ ', 'answerLeftCol': ['sein', 'besiedeln', 'zwingen', 'aufgeben', 'aufzugeben'], 'answerMiddleCol': ['trocken', 'windreich', 'unmöglich', 'dauerhaft', 'sichelförmig', 'sichelförmige', 'häufig'], 'answerRightCol': ['Klima', 'Seistan', 'Gebiet', 'Wanderdünen', 'Bewohner', 'Siedlungen'], 'isExample': 0}, {'leftCol': '', 'middleCol': ' __________ ', 'rightCol': ' __________ ', 'answerLeftCol': None, 'answerMiddleCol': ['trocken', 'windreich', 'unmöglich', 'dauerhaft', 'sichelförmig', 'sichelförmige', 'häufig'], 'answerRightCol': ['Klima', 'Seistan', 'Gebiet', 'Wanderdünen', 'Bewohner', 'Siedlungen'], 'isExample': 0}]","[{'min': 16, 'max': 17, 'points': 4}, {'min': 13, 'max': 15, 'points': 3}, {'min': 10, 'max': 12, 'points': 2}, {'min': 7, 'max': 9, 'points': 1}, {'min': 0, 'max': 6, 'points': 0}]"
425,Aufgabe 12,"Bilde aus den vorgegebenen Nomen je ein Verb, das der gleichen Wortfamilie angehört.",,5,directWordMatch,,5,"[{'leftCol': 'Anführung', 'rightCol': ' __________ ', 'answer': ['anführen', 'ausführen', 'entführen', 'einführen', 'führen'], 'isExample': 0}, {'leftCol': 'Amt', 'rightCol': ' __________ ', 'answer': ['amten', 'amtieren', 'verbeamten'], 'isExample': 0}, {'leftCol': 'Gehorsam', 'rightCol': ' __________ ', 'answer': ['gehorchen', 'gehören', 'hören'], 'isExample': 0}, {'leftCol': 'Gold', 'rightCol': ' __________ ', 'answer': ['übergolden', 'umgolden', 'vergolden'], 'isExample': 0}, {'leftCol': 'Haus', 'rightCol': ' __________ ', 'answer': ['hausen', 'behausen', 'hausieren', 'verhäuslichen', 'haushalten'], 'isExample': 0}, {'leftCol': 'Schatz', 'rightCol': ' __________ ', 'answer': ['einschätzen', 'verschätzen', 'schätzen', 'schatzen', 'brandschatzen'], 'isExample': 0}, {'leftCol': 'Gold', 'rightCol': ' __________ ', 'answer': ['übergolden', 'umgolden', 'vergolden'], 'isExample': 0}, {'leftCol': 'Teuerung', 'rightCol': ' __________ ', 'answer': ['beteuern', 'überteuern', 'verteuern'], 'isExample': 0}, {'leftCol': 'Trieb', 'rightCol': ' __________ ', 'answer': ['treiben', 'umtreiben', 'vertreiben', 'übertreiben', 'untertreiben'], 'isExample': 0}, {'leftCol': 'Verdacht', 'rightCol': ' __________ ', 'answer': ['verdächtigen'], 'isExample': 0}, {'leftCol': 'Winkel', 'rightCol': ' __________ ', 'answer': ['abwinkeln', 'anwinkeln', 'einwinkeln', 'winkeln'], 'isExample': 0}]","[{'min': 10, 'max': 10, 'points': 5}, {'min': 8, 'max': 9, 'points': 4}, {'min': 6, 'max': 7, 'points': 3}, {'min': 4, 'max': 5, 'points': 2}, {'min': 2, 'max': 3, 'points': 1}, {'min': 0, 'max': 1, 'points': 0}]"
